Day,Food Name,Amount,Energy (kcal),Alcohol (g),Caffeine (mg),Water (g),B1 (Thiamine) (mg),B12 (Cobalamin) (µg),B2 (Riboflavin) (mg),B3 (Niacin) (mg),B5 (Pantothenic Acid) (mg),B6 (Pyridoxine) (mg),Folate (µg),Vitamin A (IU),Vitamin C (mg),Vitamin D (IU),Vitamin E (mg),Vitamin K (µg),Calcium (mg),Copper (mg),Iron (mg),Magnesium (mg),Manganese (mg),Phosphorus (mg),Potassium (mg),Selenium (µg),Sodium (mg),Zinc (mg),Carbs (g),Fiber (g),Starch (g),Sugars (g),Fat (g),Cholesterol (mg),Monounsaturated (g),Omega-3 (g),Omega-6 (g),Polyunsaturated (g),Saturated (g),Trans-Fats (g),Cystine (g),Histidine (g),Isoleucine (g),Leucine (g),Lysine (g),Methionine (g),Phenylalanine (g),Protein (g),Threonine (g),Tryptophan (g),Tyrosine (g),Valine (g)
2011-4-26,"Soup, stock, chicken, home-prepared","1.00 cup",86.40,,,221.16,0.08,,0.20,3.80,,0.15,12.00,7.20,0.48,,0.07,0.48,7.20,0.13,0.50,9.60,,64.80,252.00,5.28,343.20,0.34,8.47,,,3.79,2.88,7.20,1.40,0.02,0.49,0.51,0.77,,,,,,,,,6.05,,,,
2016-1-17,"Bananas, raw","2.00 medium (7"" to 7-7/8"" long)",210.04,,,176.79,0.07,,0.17,1.57,0.79,0.87,47.20,151.04,20.53,,0.24,1.18,11.80,0.18,0.61,63.72,0.64,51.92,844.88,2.36,2.36,0.35,53.90,6.14,12.70,28.86,0.78,,0.08,0.06,0.11,0.17,0.26,,0.02,0.18,0.07,0.16,0.12,0.02,0.12,2.57,0.07,0.02,0.02,0.11
2016-1-17,"Wheat bread","4.00 FDA Serving Size",534.00,0.00,0.00,70.40,0.83,0.00,0.51,11.24,1.64,0.22,170.00,4.00,0.40,0.00,0.38,9.80,266.00,0.32,6.98,90.00,2.35,298.00,354.00,57.60,1016.00,2.38,97.36,8.00,72.04,11.82,6.48,0.00,1.21,0.27,2.72,3.00,1.55,0.05,0.26,0.25,0.43,0.78,0.36,0.18,0.53,21.44,0.34,0.16,0.28,0.52
2016-1-17,"Hummus (chickpea dip)","0.41 cup",173.84,0.00,0.00,62.61,0.17,0.00,0.07,0.79,0.27,0.12,46.26,27.91,2.00,0.00,0.25,2.41,88.68,0.38,2.01,31.44,0.80,152.26,153.67,6.56,428.21,1.03,19.27,5.69,10.69,3.21,8.57,0.00,2.85,0.08,3.49,3.57,1.08,0.07,0.11,0.20,0.31,0.52,0.40,0.14,0.38,7.15,0.27,0.10,0.21,0.33
2016-1-17,"Green peas, cooked from frozen","2.81 cup, whole pieces",351.00,0.00,0.00,357.84,1.27,0.00,0.45,6.66,0.64,0.51,265.50,9450.00,44.55,0.00,0.14,108.00,108.00,0.47,6.84,99.00,1.26,346.50,495.00,4.50,324.00,3.02,64.17,15.93,17.55,20.93,1.22,0.00,0.11,0.11,0.47,0.58,0.22,0.00,0.14,0.45,0.83,1.38,1.36,0.35,0.86,23.18,0.87,0.16,0.49,1.00
2016-1-17,"Potatoes, boiled, cooked without skin, flesh, without salt","390.00 g",335.40,,,302.09,0.38,,0.07,5.12,1.99,1.05,35.10,7.80,28.86,,0.04,8.58,31.20,0.65,1.21,78.00,0.55,156.00,1279.20,1.17,19.50,1.05,78.04,7.02,67.55,3.47,0.39,,0.01,0.04,0.12,0.17,0.10,,0.09,0.15,0.27,0.40,0.41,0.11,0.30,6.67,0.24,0.11,0.25,0.37
2016-1-17,"Red bell peppers, raw","1.22 large - 3"" diameter x 3 3/4""",62.00,0.00,0.00,184.42,0.11,0.00,0.17,1.96,0.63,0.58,92.00,6262.00,255.40,0.00,3.16,9.80,14.00,0.03,0.86,24.00,0.22,52.00,422.00,0.20,8.00,0.50,12.06,4.20,0.00,8.40,0.60,0.00,0.01,0.05,0.09,0.14,0.05,0.00,0.04,0.03,0.04,0.07,0.07,0.01,0.10,1.98,0.08,0.02,0.02,0.06
2016-1-17,"Carrots, raw","2.00 small (5-1/2"" long)",41.00,,,88.29,0.07,,0.06,0.98,0.27,0.14,19.00,16706.00,5.90,,0.66,13.20,33.00,0.05,0.30,12.00,0.14,35.00,320.00,0.10,69.00,0.24,9.58,2.80,1.43,4.74,0.24,,0.01,0.00,0.12,0.12,0.04,,0.08,0.04,0.08,0.10,0.10,0.02,0.06,0.93,0.19,0.01,0.04,0.07
2016-1-17,"Tap water","5.00 cup",0.00,0.00,0.00,1183.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.55,0.12,0.00,11.85,0.00,0.00,0.00,0.00,47.40,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2016-1-17,"Pickled cauliflower","4.00 flower",46.91,0.00,0.00,94.40,0.05,0.00,0.05,0.44,0.49,0.17,44.89,241.88,43.17,0.00,0.19,10.76,23.09,0.04,0.45,14.21,0.16,38.72,246.43,0.88,204.97,0.25,10.33,1.77,0.25,7.17,0.33,0.00,0.08,0.01,0.03,0.04,0.06,0.00,0.02,0.04,0.05,0.08,0.16,0.02,0.05,1.61,0.06,0.02,0.04,0.09
2016-1-17,"Polivit B","1.00 Pill",,,,,5.00,1.00,5.00,25.00,,2.00,,,,,,,5.00,,,,,,,,,,0.11,,,,0.00,,,,,,,,,,,,,,,0.04,,,,
2016-1-17,"Lettuce, green leaf","8.00 outer (large) leaf",28.80,0.00,0.00,182.36,0.13,0.00,0.15,0.72,0.26,0.17,72.96,14217.60,17.66,0.00,0.42,242.50,69.12,0.06,1.65,24.96,0.48,55.68,372.48,1.15,53.76,0.35,5.51,2.50,0.00,1.50,0.29,0.00,0.01,0.11,0.05,0.16,0.04,0.00,0.03,0.04,0.16,0.15,0.16,0.03,0.11,2.61,0.11,0.02,0.06,0.13
2016-1-17,"Soybeans, oil roasted, unsalted","0.80 FDA Serving Size",113.04,0.00,0.00,0.47,0.02,0.00,0.03,0.34,0.11,0.05,50.64,48.00,0.53,0.00,0.22,12.10,33.12,0.20,0.94,34.80,0.52,87.12,352.80,4.58,0.96,0.75,8.05,4.25,1.54,1.01,6.10,0.00,1.35,0.41,3.03,3.44,0.89,0.01,0.14,0.23,0.41,0.69,0.56,0.11,0.44,8.45,0.37,0.12,0.32,0.42
2016-1-17,"Bertolli Extra Virgin Olive Oil","4.00 tsp",159.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.58,10.84,0.18,0.00,0.10,0.00,0.00,0.00,0.18,0.00,0.36,0.00,0.00,0.00,0.00,0.00,18.00,0.00,13.13,0.14,1.76,1.89,2.49,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2016-1-17,"Sugar, white granulated","6.00 tsp",96.75,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.01,0.00,0.00,0.00,0.50,0.15,0.25,0.00,25.00,0.00,0.00,24.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2016-1-18,"Bread, whole-wheat, commercially prepared","2.00 slice",161.28,,,24.97,0.25,,0.11,2.84,0.41,0.14,26.88,1.92,,,1.70,4.99,103.04,0.15,1.58,48.00,1.39,135.68,162.56,16.45,291.20,1.13,27.33,3.84,18.39,2.78,2.24,,0.40,0.09,0.92,1.02,0.46,0.01,,,,,,,,7.97,,,,
2016-1-18,"Greek yogurt, plain, premium","1.00 cup",289.11,0.00,0.00,197.21,0.10,0.85,0.38,0.18,0.80,0.08,9.02,880.41,0.80,16.76,0.64,2.11,324.28,0.05,0.12,23.89,0.01,201.16,315.66,5.87,153.28,0.81,11.37,0.83,0.14,10.75,23.77,79.68,6.69,0.38,0.60,0.99,14.57,0.85,0.08,0.23,0.46,0.82,0.70,0.21,0.40,8.52,0.38,0.12,0.39,0.54
2016-1-18,"Polivit B","1.00 Pill",,,,,5.00,1.00,5.00,25.00,,2.00,,,,,,,5.00,,,,,,,,,,0.11,,,,0.00,,,,,,,,,,,,,,,0.04,,,,
2016-1-18,"McDonald's Cheeseburger","1.00 FDA Serving Size",363.63,0.00,0.00,61.82,0.45,1.43,0.26,4.69,0.41,0.20,77.26,254.59,1.57,57.06,0.48,4.55,302.57,0.13,3.18,30.32,0.39,249.06,264.44,25.78,842.46,3.08,36.44,1.51,25.81,6.86,15.72,46.14,5.42,0.20,1.31,1.54,6.91,1.00,0.24,0.52,0.78,1.38,1.14,0.40,0.78,18.29,0.68,0.20,0.61,0.88
2016-1-18,"Chocolate mousse","0.67 x 0.5 cup",188.29,0.15,7.04,26.72,0.02,0.21,0.12,0.07,0.28,0.03,9.04,320.61,0.14,22.57,0.40,1.33,27.83,0.08,0.56,16.30,0.10,55.47,121.63,5.28,28.27,0.40,18.34,0.67,0.35,17.12,12.40,82.61,3.92,0.08,0.45,0.53,7.14,0.26,0.05,0.07,0.15,0.24,0.20,0.08,0.15,2.89,0.13,0.04,0.12,0.18
2016-1-18,"Sugar, white granulated","5.00 tsp",80.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.00,0.01,0.00,0.00,0.00,0.42,0.13,0.21,0.00,20.83,0.00,0.00,20.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2016-1-18,"Carrots, raw","2.00 small (5-1/2"" long)",41.00,,,88.29,0.07,,0.06,0.98,0.27,0.14,19.00,16706.00,5.90,,0.66,13.20,33.00,0.05,0.30,12.00,0.14,35.00,320.00,0.10,69.00,0.24,9.58,2.80,1.43,4.74,0.24,,0.01,0.00,0.12,0.12,0.04,,0.08,0.04,0.08,0.10,0.10,0.02,0.06,0.93,0.19,0.01,0.04,0.07
2016-1-18,"Vitamin D3","1.00 softgel",2.00,,,,,,,,,,,,,400.00,,,,,,,,,,,,,0.01,,,,0.18,,,,,,,,,,,,,,,0.09,,,,
2016-1-18,"Bread, whole-wheat, commercially prepared","190.00 g",478.80,,,74.12,0.75,,0.32,8.43,1.23,0.41,79.80,5.70,,,5.05,14.82,305.90,0.43,4.69,142.50,4.13,402.80,482.60,48.83,864.50,3.36,81.15,11.40,54.59,8.25,6.65,,1.18,0.26,2.75,3.02,1.37,0.04,,,,,,,,23.66,,,,
2016-1-18,"Hummus (chickpea dip)","1.63 Serving (2 tbsp)",86.92,0.00,0.00,31.30,0.09,0.00,0.04,0.40,0.13,0.06,23.13,13.95,1.00,0.00,0.13,1.21,44.34,0.19,1.00,15.72,0.40,76.13,76.83,3.28,214.11,0.52,9.63,2.85,5.35,1.61,4.28,0.00,1.42,0.04,1.74,1.78,0.54,0.03,0.06,0.10,0.15,0.26,0.20,0.07,0.19,3.58,0.14,0.05,0.11,0.16
2016-1-18,"Red bell peppers, raw","1.09 cup, sliced",31.00,0.00,0.00,92.21,0.05,0.00,0.09,0.98,0.32,0.29,46.00,3131.00,127.70,0.00,1.58,4.90,7.00,0.02,0.43,12.00,0.11,26.00,211.00,0.10,4.00,0.25,6.03,2.10,0.00,4.20,0.30,0.00,0.00,0.03,0.05,0.07,0.03,0.00,0.02,0.02,0.02,0.04,0.04,0.01,0.05,0.99,0.04,0.01,0.01,0.03
2016-1-18,"Bananas, raw","2.00 medium (7"" to 7-7/8"" long)",210.04,,,176.79,0.07,,0.17,1.57,0.79,0.87,47.20,151.04,20.53,,0.24,1.18,11.80,0.18,0.61,63.72,0.64,51.92,844.88,2.36,2.36,0.35,53.90,6.14,12.70,28.86,0.78,,0.08,0.06,0.11,0.17,0.26,,0.02,0.18,0.07,0.16,0.12,0.02,0.12,2.57,0.07,0.02,0.02,0.11
2016-1-18,"Lettuce, green leaf","4.00 outer (large) leaf",14.40,0.00,0.00,91.18,0.07,0.00,0.08,0.36,0.13,0.09,36.48,7108.80,8.83,0.00,0.21,121.25,34.56,0.03,0.83,12.48,0.24,27.84,186.24,0.58,26.88,0.17,2.76,1.25,0.00,0.75,0.14,0.00,0.01,0.06,0.02,0.08,0.02,0.00,0.02,0.02,0.08,0.08,0.08,0.02,0.05,1.31,0.06,0.01,0.03,0.07
2016-1-18,"Tap water","5.06 cup",0.00,0.00,0.00,1198.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.00,0.12,0.00,12.00,0.00,0.00,0.00,0.00,48.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2016-1-18,"Soybeans, dry roasted, unsalted","0.83 FDA Serving Size",112.75,0.00,0.00,0.20,0.11,0.00,0.19,0.26,0.12,0.06,51.25,50.00,1.15,0.00,0.23,9.25,35.00,0.27,0.99,57.00,0.55,162.25,341.00,4.83,0.50,1.19,8.18,4.43,1.17,1.43,5.41,0.00,1.19,0.36,2.69,3.05,0.78,0.00,0.16,0.27,0.48,0.81,0.66,0.13,0.52,9.90,0.43,0.14,0.37,0.49
2016-1-18,"Milk, 2% fat (reduced fat)","0.41 cup",50.00,0.00,0.00,89.21,0.04,0.53,0.19,0.09,0.36,0.04,5.00,190.00,0.20,49.00,0.03,0.20,120.00,0.01,0.02,11.00,0.01,92.00,140.00,2.50,47.00,0.48,4.80,0.00,0.00,5.06,1.98,8.00,0.56,0.01,0.06,0.07,1.26,0.09,0.02,0.10,0.17,0.31,0.28,0.09,0.17,3.30,0.14,0.04,0.17,0.22
2016-1-19,"Polivit B","1.00 Pill",,,,,5.00,1.00,5.00,25.00,,2.00,,,,,,,5.00,,,,,,,,,,0.11,,,,0.00,,,,,,,,,,,,,,,0.04,,,,
2016-1-19,"Vitamin D3","1.00 softgel",2.00,,,,,,,,,,,,,400.00,,,,,,,,,,,,,0.01,,,,0.18,,,,,,,,,,,,,,,0.09,,,,
2016-1-19,"Carrots, raw","2.00 small (5-1/2"" long)",41.00,,,88.29,0.07,,0.06,0.98,0.27,0.14,19.00,16706.00,5.90,,0.66,13.20,33.00,0.05,0.30,12.00,0.14,35.00,320.00,0.10,69.00,0.24,9.58,2.80,1.43,4.74,0.24,,0.01,0.00,0.12,0.12,0.04,,0.08,0.04,0.08,0.10,0.10,0.02,0.06,0.93,0.19,0.01,0.04,0.07
2016-1-19,"French bread","1.00 large slice - 6"" x 2 1/2"" x 1 3/4""",277.44,0.00,0.00,26.70,0.42,0.00,0.28,4.57,0.32,0.10,142.08,0.00,0.19,0.00,0.17,0.58,42.24,0.13,3.48,26.88,0.50,109.44,122.88,26.02,492.48,0.89,54.18,2.30,49.42,2.46,1.76,0.00,0.33,0.05,0.71,0.76,0.48,0.25,0.23,0.20,0.36,0.66,0.28,0.15,0.47,11.28,0.27,0.12,0.18,0.41
2016-1-19,"Greek yogurt, plain, premium","1.00 cup",289.11,0.00,0.00,197.21,0.10,0.85,0.38,0.18,0.80,0.08,9.02,880.41,0.80,16.76,0.64,2.11,324.28,0.05,0.12,23.89,0.01,201.16,315.66,5.87,153.28,0.81,11.37,0.83,0.14,10.75,23.77,79.68,6.69,0.38,0.60,0.99,14.57,0.85,0.08,0.23,0.46,0.82,0.70,0.21,0.40,8.52,0.38,0.12,0.39,0.54
2016-1-19,"Coke","1.00 can - each 12 fl oz",136.31,0.00,36.10,332.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.37,0.00,0.41,0.00,0.01,36.84,7.37,0.37,14.74,0.07,35.22,0.00,0.00,33.05,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.00,0.00,0.00,0.00
2016-1-19,"Coffee, made from instant","2.00 large or venti - each 20 fl oz",42.36,0.00,377.04,1184.19,0.00,0.00,0.01,3.39,0.01,0.00,0.00,0.00,0.00,0.00,0.29,0.23,52.47,0.13,0.52,51.09,0.20,36.36,424.20,1.51,51.84,0.15,9.05,2.42,0.49,0.06,0.06,0.00,0.00,0.00,0.02,0.02,0.02,0.00,0.02,0.02,0.02,0.06,0.01,0.00,0.04,1.47,0.01,0.00,0.02,0.04
2016-1-19,"Sugar, white granulated","4.00 tbsp",193.50,0.00,0.00,0.01,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.03,0.00,0.00,0.00,1.00,0.30,0.50,0.01,49.99,0.00,0.00,49.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2016-1-19,"Milk, 2% fat (reduced fat)","0.41 cup",50.00,0.00,0.00,89.21,0.04,0.53,0.19,0.09,0.36,0.04,5.00,190.00,0.20,49.00,0.03,0.20,120.00,0.01,0.02,11.00,0.01,92.00,140.00,2.50,47.00,0.48,4.80,0.00,0.00,5.06,1.98,8.00,0.56,0.01,0.06,0.07,1.26,0.09,0.02,0.10,0.17,0.31,0.28,0.09,0.17,3.30,0.14,0.04,0.17,0.22
2016-1-19,"Croissant, cheese","1.00 large",332.02,0.08,0.00,40.33,0.34,0.24,0.29,2.33,0.43,0.04,60.50,610.60,0.13,27.28,0.59,1.68,46.91,0.06,1.76,12.39,0.25,89.03,96.91,15.22,92.37,0.50,33.49,1.20,26.20,5.86,18.93,71.22,4.98,0.10,0.81,0.90,11.59,0.72,0.11,0.17,0.31,0.57,0.33,0.15,0.36,7.00,0.25,0.09,0.28,0.36
2016-1-19,"Lettuce, green leaf","3.00 outer (large) leaf",10.80,0.00,0.00,68.39,0.05,0.00,0.06,0.27,0.10,0.06,27.36,5331.60,6.62,0.00,0.16,90.94,25.92,0.02,0.62,9.36,0.18,20.88,139.68,0.43,20.16,0.13,2.07,0.94,0.00,0.56,0.11,0.00,0.00,0.04,0.02,0.06,0.01,0.00,0.01,0.02,0.06,0.06,0.06,0.01,0.04,0.98,0.04,0.01,0.02,0.05
2016-1-19,"Tomato raw (includes cherry, grape, roma)","1.00 medium - 2 3/5"" diameter",22.14,0.00,0.00,116.26,0.05,0.00,0.02,0.73,0.11,0.10,18.45,1024.59,16.85,0.00,0.66,9.72,12.30,0.07,0.33,13.53,0.14,29.52,291.51,0.00,6.15,0.21,4.78,1.48,0.00,3.23,0.25,0.00,0.04,0.00,0.10,0.10,0.03,0.00,0.01,0.02,0.02,0.03,0.03,0.01,0.03,1.08,0.03,0.01,0.02,0.02
2016-1-19,"Red bell peppers, raw","1.08 small",24.80,0.00,0.00,73.77,0.04,0.00,0.07,0.78,0.25,0.23,36.80,2504.80,102.16,0.00,1.26,3.92,5.60,0.01,0.34,9.60,0.09,20.80,168.80,0.08,3.20,0.20,4.82,1.68,0.00,3.36,0.24,0.00,0.00,0.02,0.04,0.06,0.02,0.00,0.02,0.01,0.02,0.03,0.03,0.00,0.04,0.79,0.03,0.01,0.01,0.02
2016-1-19,"Bread, whole-wheat, commercially prepared","150.00 g",378.00,,,58.52,0.59,,0.25,6.66,0.97,0.32,63.00,4.50,,,3.99,11.70,241.50,0.34,3.71,112.50,3.26,318.00,381.00,38.55,682.50,2.66,64.07,9.00,43.10,6.51,5.25,,0.93,0.21,2.17,2.39,1.08,0.03,,,,,,,,18.68,,,,
2016-1-19,"Lemon, fresh","0.50 medium - 2 1/8"" diameter",8.41,0.00,0.00,25.80,0.01,0.00,0.01,0.03,0.06,0.02,3.19,6.38,15.37,0.00,0.04,0.00,7.54,0.01,0.17,2.32,0.01,4.64,40.02,0.12,0.58,0.02,2.70,0.81,0.00,0.73,0.09,0.00,0.00,0.01,0.02,0.03,0.01,0.00,0.00,0.00,0.01,0.01,0.02,0.00,0.01,0.32,0.00,0.00,0.01,0.01
2016-1-19,"Roast beef lunchmeat","20.00 medium slice - 4"" x 4"" x 3/32"" - each 1 oz",537.36,0.00,0.00,431.96,0.24,6.30,0.90,24.73,1.37,2.43,15.59,43.66,0.00,3.18,0.87,5.93,58.02,0.19,9.03,47.99,0.03,842.00,1198.87,84.90,5869.19,14.18,9.92,0.00,0.00,9.91,14.00,240.12,5.98,0.06,0.82,0.94,5.21,0.67,0.98,3.61,4.48,8.30,9.23,2.61,3.86,93.24,4.54,1.08,3.59,4.81
2016-1-20,"Carrots, raw","1.00 small (5-1/2"" long)",20.50,,,44.15,0.03,,0.03,0.49,0.14,0.07,9.50,8353.00,2.95,,0.33,6.60,16.50,0.02,0.15,6.00,0.07,17.50,160.00,0.05,34.50,0.12,4.79,1.40,0.71,2.37,0.12,,0.01,0.00,0.06,0.06,0.02,,0.04,0.02,0.04,0.05,0.05,0.01,0.03,0.47,0.10,0.01,0.02,0.03
2016-1-20,"Polivit B","1.00 Pill",,,,,5.00,1.00,5.00,25.00,,2.00,,,,,,,5.00,,,,,,,,,,0.11,,,,0.00,,,,,,,,,,,,,,,0.04,,,,
2016-1-20,"Vitamin D3","1.00 softgel",2.00,,,,,,,,,,,,,400.00,,,,,,,,,,,,,0.01,,,,0.18,,,,,,,,,,,,,,,0.09,,,,
2016-1-20,"Yogurt, plain, whole milk","1.00 container - each 6 oz",103.76,0.00,0.00,149.52,0.05,0.63,0.24,0.13,0.66,0.05,11.91,168.40,0.85,3.40,0.15,0.36,205.82,0.02,0.09,20.41,0.01,161.59,263.65,3.74,78.24,1.00,7.93,0.00,0.00,7.93,5.53,22.11,1.52,0.05,0.11,0.16,3.57,0.12,0.05,0.15,0.32,0.60,0.53,0.17,0.32,5.90,0.24,0.03,0.30,0.49
2016-1-20,"Coffee, made from instant","1.00 large or venti - each 20 fl oz",21.18,0.00,188.52,592.10,0.00,0.00,0.01,1.69,0.01,0.00,0.00,0.00,0.00,0.00,0.14,0.11,26.24,0.07,0.26,25.54,0.10,18.18,212.10,0.76,25.92,0.08,4.52,1.21,0.24,0.03,0.03,0.00,0.00,0.00,0.01,0.01,0.01,0.00,0.01,0.01,0.01,0.03,0.01,0.00,0.02,0.73,0.01,0.00,0.01,0.02
2016-1-20,"Milk, 2% fat (reduced fat)","1.86 tbsp",14.17,0.00,0.00,25.29,0.01,0.15,0.05,0.03,0.10,0.01,1.42,53.86,0.06,13.89,0.01,0.06,34.02,0.00,0.01,3.12,0.00,26.08,39.69,0.71,13.32,0.14,1.36,0.00,0.00,1.43,0.56,2.27,0.16,0.00,0.02,0.02,0.36,0.02,0.01,0.03,0.05,0.09,0.08,0.02,0.05,0.94,0.04,0.01,0.05,0.06
2016-1-20,"Sugar, white granulated","6.00 tsp",96.75,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.01,0.00,0.00,0.00,0.50,0.15,0.25,0.00,25.00,0.00,0.00,24.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2016-1-20,"Rolls, french","2.00 roll",210.52,,,26.45,0.40,,0.23,3.31,0.34,0.03,85.88,,,,0.23,1.37,69.16,0.10,2.06,15.20,0.42,63.84,86.64,21.20,436.24,0.68,38.15,2.43,35.48,0.24,3.27,,1.49,0.03,0.60,0.63,0.73,,0.14,0.14,0.26,0.46,0.18,0.12,0.32,6.54,0.19,0.08,0.19,0.29
2016-1-20,"Pizza Hut 12"" Pepperoni Pizza, Hand-Tossed Crust","0.50 pizza",1041.60,,,153.82,1.19,2.53,1.01,14.98,1.74,0.57,,758.88,,,2.79,31.62,576.60,0.39,7.96,85.56,1.36,810.96,770.04,79.24,2979.72,6.25,117.37,6.32,85.00,13.65,42.33,96.72,14.95,0.71,6.76,7.57,19.20,,0.65,1.34,2.00,3.97,2.84,1.01,2.33,47.84,1.55,0.46,1.80,2.49
2016-1-20,"Green tea","1.00 cup",2.37,0.00,47.36,236.09,0.00,0.00,0.03,0.00,0.03,0.00,11.84,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.05,7.10,0.52,2.37,87.62,0.00,7.10,0.05,0.71,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2016-1-20,"Pears, raw","2.00 medium",202.92,,,298.90,0.04,,0.09,0.57,0.17,0.10,24.92,89.00,15.31,,0.43,15.66,32.04,0.29,0.64,24.92,0.17,42.72,412.96,0.36,3.56,0.36,54.22,11.04,8.47,34.71,0.50,,0.30,0.00,0.33,0.33,0.08,,0.01,0.01,0.04,0.07,0.06,0.01,0.04,1.28,0.04,0.01,0.01,0.06
2016-1-20,"Spinach, cooked from frozen","2.37 cup, chopped",153.00,0.00,0.00,400.23,0.35,0.00,0.79,1.98,0.34,0.61,544.50,54274.50,9.90,0.00,15.93,2433.15,688.50,0.72,8.82,369.00,3.23,225.00,1359.00,24.75,436.50,2.21,21.60,16.65,0.00,2.30,3.92,0.00,0.00,1.67,0.00,1.67,0.71,0.00,0.13,0.22,0.58,0.92,1.15,0.24,0.95,18.05,0.99,0.45,0.99,0.81
2016-1-20,"Soy milk,  plain or original, unsweetened, not fortified,  ready-to-drink","2.47 cup",217.85,0.00,0.00,550.37,0.20,0.00,0.36,0.50,0.23,0.29,68.00,11.33,2.14,0.00,0.44,24.18,137.73,0.51,4.50,110.47,1.04,308.52,740.74,9.19,73.95,1.45,12.50,7.55,1.66,3.78,11.30,0.00,2.50,0.76,5.62,6.38,1.63,0.00,0.34,0.56,1.01,1.70,1.40,0.28,1.09,20.95,0.91,0.31,0.79,1.04
2016-1-21,"Polivit B","1.00 Pill",,,,,5.00,1.00,5.00,25.00,,2.00,,,,,,,5.00,,,,,,,,,,0.11,,,,0.00,,,,,,,,,,,,,,,0.04,,,,
2016-1-21,"Vitamin D3","1.00 softgel",2.00,,,,,,,,,,,,,400.00,,,,,,,,,,,,,0.01,,,,0.18,,,,,,,,,,,,,,,0.09,,,,
2016-1-21,"Bananas, raw","2.00 small (6"" to 6-7/8"" long)",179.78,,,151.32,0.06,,0.15,1.34,0.67,0.74,40.40,129.28,17.57,,0.20,1.01,10.10,0.16,0.53,54.54,0.55,44.44,723.16,2.02,2.02,0.30,46.14,5.25,10.87,24.70,0.67,,0.06,0.05,0.09,0.15,0.23,,0.02,0.16,0.06,0.14,0.10,0.02,0.10,2.20,0.06,0.02,0.02,0.09
2016-1-21,"Tangerines, (mandarin oranges), raw","3.00 small (2-1/4"" dia)",120.84,,,194.19,0.13,,0.08,0.86,0.49,0.18,36.48,1552.68,60.88,,0.46,,84.36,0.10,0.34,27.36,0.09,45.60,378.48,0.23,4.56,0.16,30.42,4.10,2.19,24.12,0.71,,0.14,0.04,0.11,0.15,0.09,,0.00,0.03,0.04,0.06,0.07,0.00,0.04,1.85,0.04,0.00,0.03,0.05
2016-1-21,"Bread, cornbread, dry mix, unenriched (includes corn muffin mix)","2.00 oz",237.01,,,4.42,0.03,0.05,0.01,0.53,0.27,0.07,6.24,65.21,0.06,,,,32.32,0.05,0.33,13.61,0.18,277.26,64.07,,629.94,0.32,39.41,3.69,,,6.92,1.13,3.81,0.05,0.91,0.95,1.75,,0.07,0.10,0.14,0.36,0.11,0.08,0.19,3.97,0.13,0.04,0.14,0.18
